"store","websites","attribute_set","type","sku","category_ids","has_options","name","config_attributes","manufacturer","meta_title","meta_description","image","small_image","url_key","thumbnail","gift_message_available","url_path","custom_design","options_container","weight","price","cost","minimal_price","description","meta_keyword","in_depth","dimension","model","activation_information","short_description","custom_layout_update","color","status","tax_class_id","visibility","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","related","upsell","crosssell","tier_prices","associated","bundle_options","grouped","downloadable_options","image_label","small_image_label","thumbnail_label","disable_googlecheckout","processor","memory","hardrive","screensize","computer_manufacturers","Extended Warranty:drop_down:0:0","Extended Warranty:radio:0:0","gender","shoe_size","shoe_type","shirt_size","country_orgin","finish","room","megapixels","required_options","isbn_13","ram_size","cpu_speed"
"admin","base","Shoes","simple","cn_m12","16,17","0","CN Clogs Beach/Garden Clog","","CN CLogs","CN Clogs Beach/Garden Clog","CN Clogs Beach/Garden Clog","/c/n/cn-clogs-beach-garden-clog.jpg","/c/n/cn-clogs-beach-garden-clog-1.jpg","cn-clogs-beach-garden-clog-12","/c/n/cn-clogs-beach-garden-clog-2.jpg","Use config","cn-clogs-beach-garden-clog-12.html","","Block after Info Column","1.0000","15.9900","1.0000","15.9900","Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.","CN Clogs Beach/Garden Clog ","    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

","","B000JI2N0I","","Comfortable and fun to wear these clogs are the latest trend in fashion footwear","","Blue","Enabled","Taxable Goods","Nowhere","563.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","12","Sandal","","","","","","","","",""
"admin","base","Shoes","configurable","asc","16","1","ASICS® Men's GEL-Kayano® XII","shoe_size","Asics","ASICS® Men's GEL-Kayano® XII","ASICS® Men's GEL-Kayano® XII","/a/s/asics-men-s-gel-kayano-xii-2.jpg","/a/s/asics-men-s-gel-kayano-xii-2.jpg","asics-men-s-gel-kayano-xii","/a/s/asics-men-s-gel-kayano-xii-2.jpg","Use config","asics-men-s-gel-kayano-xii.html","","Product Info Column","3.0000","134.9900","29.9900","134.9900","Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. Solyte midsole material is lighter than standard EVA and SpEVA® combined with improved cushioning and durability. Impact Guidance System (I.G.S.®) uses linked componentry to encourage optimal gait while allowing for natural foot movement from heel strike to toe off. DuoMax® support system helps ensure that the shoe maintains proper support for the foot during the critical transition from heel strike to toe off. Space Trusstic® System creates a pocket between the Trusstic® System device and the midsole, allowing for greater midsole deformation and more efficient foot function. GEL® Cushioning System provides maximum rearfoot and forefoot shock attenuation. Wt. 12.6 oz.","asics, gel, kayano","<ul>
<ul class=""disc"">
<li> I.G.S.: Allows for natural foot movement from heel strike to toe-off<br></li>
<li>DuoMax Support System: Maintains proper support for the foot during the critical transition from heel strike to toe-off<br></li>
<li> Space Trusstic System: Allows for greater midsole deformation and more efficient foot function<br></li>
<li>GEL Cushioning System: Provides maximum rearfoot/forefoot shock attenuation<br></li>
<li>Biomorphic Fit Upper: Provides enhanced upper fit and comfort while limiting irritation</li>

</ul>","","B000CP1M00","","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. ","","Gray","Enabled","Taxable Goods","Catalog, Search","767.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","cn,ken,","coal_1,ink,oc,","","asc_8,asc_12,asc_11,asc_10,asc_9,","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","","Tennis","","","","","","1","","",""
"admin","base","Shoes","simple","asc_9","16","0","ASICS® Men's GEL-Kayano® XII","","Asics","ASICS® Men's GEL-Kayano® XII","ASICS® Men's GEL-Kayano® XII","","","asics-men-s-gel-kayano-xii-9","","Use config","asics-men-s-gel-kayano-xii-9.html","","Block after Info Column","3.0000","134.9900","29.9900","134.9900","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. Solyte midsole material is lighter than standard EVA and SpEVA® combined with improved cushioning and durability. Impact Guidance System (I.G.S.®) uses linked componentry to encourage optimal gait while allowing for natural foot movement from heel strike to toe off. DuoMax® support system helps ensure that the shoe maintains proper support for the foot during the critical transition from heel strike to toe off. Space Trusstic® System creates a pocket between the Trusstic® System device and the midsole, allowing for greater midsole deformation and more efficient foot function. GEL® Cushioning System provides maximum rearfoot and forefoot shock attenuation. Wt. 12.6 oz.","ASICS® Men's GEL-Kayano® XII ","# I.G.S.?: Allows for natural foot movement from heel strike to toe-off
# DuoMax? Support System: Maintains proper support for the foot during the critical transition from heel strike to toe-off
# Space Trusstic System?: Allows for greater midsole deformation and more efficient foot function
# GEL? Cushioning System: Provides maximum rearfoot/forefoot shock attenuation
# Biomorphic Fit Upper: Provides enhanced upper fit and comfort while limiting irritation","","B000CP1M00","","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. ","","Gray","Enabled","Taxable Goods","Nowhere","480.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","9","Running","","","","","","","","",""
"admin","base","Shoes","simple","asc_10","16","0","ASICS® Men's GEL-Kayano® XII","","Asics","ASICS® Men's GEL-Kayano® XII","ASICS® Men's GEL-Kayano® XII","","","asics-men-s-gel-kayano-xii-10","","Use config","asics-men-s-gel-kayano-xii-10.html","","Block after Info Column","3.0000","134.9900","29.9900","134.9900","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. Solyte midsole material is lighter than standard EVA and SpEVA® combined with improved cushioning and durability. Impact Guidance System (I.G.S.®) uses linked componentry to encourage optimal gait while allowing for natural foot movement from heel strike to toe off. DuoMax® support system helps ensure that the shoe maintains proper support for the foot during the critical transition from heel strike to toe off. Space Trusstic® System creates a pocket between the Trusstic® System device and the midsole, allowing for greater midsole deformation and more efficient foot function. GEL® Cushioning System provides maximum rearfoot and forefoot shock attenuation. Wt. 12.6 oz.","ASICS® Men's GEL-Kayano® XII ","# I.G.S.?: Allows for natural foot movement from heel strike to toe-off
# DuoMax? Support System: Maintains proper support for the foot during the critical transition from heel strike to toe-off
# Space Trusstic System?: Allows for greater midsole deformation and more efficient foot function
# GEL? Cushioning System: Provides maximum rearfoot/forefoot shock attenuation
# Biomorphic Fit Upper: Provides enhanced upper fit and comfort while limiting irritation","","B000CP1M00","","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. ","","Gray","Enabled","Taxable Goods","Nowhere","95.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","10","Running","","","","","","","","",""
"admin","base","Shoes","simple","asc_11","16","0","ASICS® Men's GEL-Kayano® XII","","Asics","ASICS® Men's GEL-Kayano® XII","ASICS® Men's GEL-Kayano® XII","","","asics-men-s-gel-kayano-xii-11","","Use config","asics-men-s-gel-kayano-xii-11.html","","Block after Info Column","3.0000","134.9900","29.9900","134.9900","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. Solyte midsole material is lighter than standard EVA and SpEVA® combined with improved cushioning and durability. Impact Guidance System (I.G.S.®) uses linked componentry to encourage optimal gait while allowing for natural foot movement from heel strike to toe off. DuoMax® support system helps ensure that the shoe maintains proper support for the foot during the critical transition from heel strike to toe off. Space Trusstic® System creates a pocket between the Trusstic® System device and the midsole, allowing for greater midsole deformation and more efficient foot function. GEL® Cushioning System provides maximum rearfoot and forefoot shock attenuation. Wt. 12.6 oz.","ASICS® Men's GEL-Kayano® XII ","# I.G.S.?: Allows for natural foot movement from heel strike to toe-off
# DuoMax? Support System: Maintains proper support for the foot during the critical transition from heel strike to toe-off
# Space Trusstic System?: Allows for greater midsole deformation and more efficient foot function
# GEL? Cushioning System: Provides maximum rearfoot/forefoot shock attenuation
# Biomorphic Fit Upper: Provides enhanced upper fit and comfort while limiting irritation","","B000CP1M00","","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. ","","Gray","Enabled","Taxable Goods","Nowhere","202.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","11","Running","","","","","","","","",""
"admin","base","Shoes","simple","asc_12","16","0","ASICS® Men's GEL-Kayano® XII","","Asics","ASICS® Men's GEL-Kayano® XII","ASICS® Men's GEL-Kayano® XII","","","asics-men-s-gel-kayano-xii-12","","Use config","asics-men-s-gel-kayano-xii-12.html","","Block after Info Column","3.0000","134.9900","29.9900","134.9900","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. Solyte midsole material is lighter than standard EVA and SpEVA® combined with improved cushioning and durability. Impact Guidance System (I.G.S.®) uses linked componentry to encourage optimal gait while allowing for natural foot movement from heel strike to toe off. DuoMax® support system helps ensure that the shoe maintains proper support for the foot during the critical transition from heel strike to toe off. Space Trusstic® System creates a pocket between the Trusstic® System device and the midsole, allowing for greater midsole deformation and more efficient foot function. GEL® Cushioning System provides maximum rearfoot and forefoot shock attenuation. Wt. 12.6 oz.","ASICS® Men's GEL-Kayano® XII ","# I.G.S.?: Allows for natural foot movement from heel strike to toe-off
# DuoMax? Support System: Maintains proper support for the foot during the critical transition from heel strike to toe-off
# Space Trusstic System?: Allows for greater midsole deformation and more efficient foot function
# GEL? Cushioning System: Provides maximum rearfoot/forefoot shock attenuation
# Biomorphic Fit Upper: Provides enhanced upper fit and comfort while limiting irritation","","B000CP1M00","","The ASICS® GEL-Kayano® XII running shoe delivers the ultimate blend of cushioning and support. Biomorphic Fit™ upper offers enhanced upper fit and comfort while decreasing the potential for irritation. ","","Gray","Enabled","Taxable Goods","Nowhere","326.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","12","Running","","","","","","","","",""
"admin","base","Shoes","configurable","ken","16","1","Kenneth Cole New York Men's Con-verge Slip-on","shoe_size","Kenneth Cole","Kenneth Cole New York Men's Con-verge Slip-on","Kenneth Cole New York Men's Con-verge Slip-on","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","kenneth-cole-new-york-men-s-con-verge-slip-on","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","Use config","kenneth-cole-new-york-men-s-con-verge-slip-on.html","","Product Info Column","2.0000","160.9900","29.9900","160.9900","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue with side elastic panels for a comfortable, secure fit. Smooth leather lining, cushioned leather topped insole. Dress midsole with a beveled edge, 1 inch capped dress heel. Flat traction outsole.","Kenneth Cole, New York, Men's, Con-verge, Slip-on","The handsome style of the Con-Verge slip-on from Kenneth Cole New York is larger than life. This sharp shoe has a semi-polished smooth leather upper, a squared off stitched apron toe, and dual-goring for easy on/off accessibility. It also features soft leather linings, a cushioned insole, and a paneled rubber outsole for a sturdy step. The Con-Verge is a perfect companion to your business and special occasion wardrobes.","","B000IKC6AY","","Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe.","","Black","Enabled","Taxable Goods","Catalog, Search","114.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","asc,","zol,oc,ink,coal_1,","","asc_9,asc_11,asc_10,asc_12,asc_8,","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","","Dress","","","","","","1","","",""
"admin","base","Shoes","simple","ken_9","16","0","Kenneth Cole New York Men's Con-verge Slip-on","","Kenneth Cole","Kenneth Cole New York Men's Con-verge Slip-on","Kenneth Cole New York Men's Con-verge Slip-on","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-1.jpg","kenneth-cole-new-york-men-s-con-verge-slip-on-9","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-2.jpg","Use config","kenneth-cole-new-york-men-s-con-verge-slip-on-9.html","","Block after Info Column","2.0000","160.9900","29.9900","160.9900","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue with side elastic panels for a comfortable, secure fit. Smooth leather lining, cushioned leather topped insole. Dress midsole with a beveled edge, 1 inch capped dress heel. Flat traction outsole.","Kenneth Cole New York Men's Con-verge Slip-on","The handsome style of the Con-Verge slip-on from Kenneth Cole New York is larger than life. This sharp shoe has a semi-polished smooth leather upper, a squared off stitched apron toe, and dual-goring for easy on/off accessibility. It also features soft leather linings, a cushioned insole, and a paneled rubber outsole for a sturdy step. The Con-Verge is a perfect companion to your business and special occasion wardrobes.","","B000IKC6AY","","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue","","Black","Enabled","Taxable Goods","Nowhere","618.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","9","Dress","","","","","","","","",""
"admin","base","Shoes","simple","ken_10","16","0","Kenneth Cole New York Men's Con-verge Slip-on","","Kenneth Cole","Kenneth Cole New York Men's Con-verge Slip-on","Kenneth Cole New York Men's Con-verge Slip-on","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-1.jpg","kenneth-cole-new-york-men-s-con-verge-slip-on-10","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-2.jpg","Use config","kenneth-cole-new-york-men-s-con-verge-slip-on-10.html","","Block after Info Column","2.0000","160.9900","29.9900","160.9900","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue with side elastic panels for a comfortable, secure fit. Smooth leather lining, cushioned leather topped insole. Dress midsole with a beveled edge, 1 inch capped dress heel. Flat traction outsole.","Kenneth Cole New York Men's Con-verge Slip-on","The handsome style of the Con-Verge slip-on from Kenneth Cole New York is larger than life. This sharp shoe has a semi-polished smooth leather upper, a squared off stitched apron toe, and dual-goring for easy on/off accessibility. It also features soft leather linings, a cushioned insole, and a paneled rubber outsole for a sturdy step. The Con-Verge is a perfect companion to your business and special occasion wardrobes.","","B000IKC6AY","","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue","","Black","Enabled","Taxable Goods","Nowhere","820.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","10","Dress","","","","","","","","",""
"admin","base","Shoes","simple","ken_11","16","0","Kenneth Cole New York Men's Con-verge Slip-on","","Kenneth Cole","Kenneth Cole New York Men's Con-verge Slip-on","Kenneth Cole New York Men's Con-verge Slip-on","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-1.jpg","kenneth-cole-new-york-men-s-con-verge-slip-on-11","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-2.jpg","Use config","kenneth-cole-new-york-men-s-con-verge-slip-on-11.html","","Block after Info Column","2.0000","160.9900","29.9900","160.9900","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue with side elastic panels for a comfortable, secure fit. Smooth leather lining, cushioned leather topped insole. Dress midsole with a beveled edge, 1 inch capped dress heel. Flat traction outsole.","Kenneth Cole New York Men's Con-verge Slip-on","The handsome style of the Con-Verge slip-on from Kenneth Cole New York is larger than life. This sharp shoe has a semi-polished smooth leather upper, a squared off stitched apron toe, and dual-goring for easy on/off accessibility. It also features soft leather linings, a cushioned insole, and a paneled rubber outsole for a sturdy step. The Con-Verge is a perfect companion to your business and special occasion wardrobes.","","B000IKC6AY","","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue","","Black","Enabled","Taxable Goods","Nowhere","966.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","11","Dress","","","","","","","","",""
"admin","base","Shoes","simple","ken_12","16","0","Kenneth Cole New York Men's Con-verge Slip-on","","Kenneth Cole","Kenneth Cole New York Men's Con-verge Slip-on","Kenneth Cole New York Men's Con-verge Slip-on","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on.jpg","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-1.jpg","kenneth-cole-new-york-men-s-con-verge-slip-on-12","/k/e/kenneth-cole-new-york-men-s-con-verge-slip-on-2.jpg","Use config","kenneth-cole-new-york-men-s-con-verge-slip-on-12.html","","Block after Info Column","2.0000","160.9900","29.9900","160.9900","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue with side elastic panels for a comfortable, secure fit. Smooth leather lining, cushioned leather topped insole. Dress midsole with a beveled edge, 1 inch capped dress heel. Flat traction outsole.","Kenneth Cole New York Men's Con-verge Slip-on","The handsome style of the Con-Verge slip-on from Kenneth Cole New York is larger than life. This sharp shoe has a semi-polished smooth leather upper, a squared off stitched apron toe, and dual-goring for easy on/off accessibility. It also features soft leather linings, a cushioned insole, and a paneled rubber outsole for a sturdy step. The Con-Verge is a perfect companion to your business and special occasion wardrobes.","","B000IKC6AY","","High fashion and classic good looks converge in this suave slip on from Kenneth Cole. Smooth leather upper in a dress slip on style, with a stitched and covered seam moc-inspired square toe, quarter panel curved overlays and flared tongue","","Black","Enabled","Taxable Goods","Nowhere","898.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","12","Dress","","","","","","","","",""
"admin","base","Shoes","configurable","steve","17","1","Steven by Steve Madden Pryme Pump","shoe_size","Steve Madden","Steven by Steve Madden Pryme Pump","Steven by Steve Madden Pryme Pump","/s/t/steven-by-steve-madden-pryme-pump.jpg","/s/t/steven-by-steve-madden-pryme-pump.jpg","steven-by-steve-madden-pryme-pump","/s/t/steven-by-steve-madden-pryme-pump.jpg","Use config","steven-by-steve-madden-pryme-pump.html","","Product Info Column","2.0000","69.9900","29.9900","69.9900","Nothing will turn his head faster than you wearing the sexy Pryme pump from Steven by Steve Madden. This daring pump has a pretty patent leather upper with light shirring, a double stitch detail surrounding the collar, and a vampy almond shaped toe. It also features smooth linings, a fully cushioned insole, a sexy covered stiletto heel, and a lightly textured dress leather outsole. Any way you wear the Pryme, you're certain to catch a lot of attention.","Steven by Steve Madden Pryme Pump","A prime example of chic style. Patent leather upper. Round toe. 3-1/2 inch covered heel. Flex leather sole. Imported. ","","B000NOGIKY",""," This daring pump has a pretty patent leather upper with light shirring, a double stitch detail surrounding the collar, and a vampy almond shaped toe","","Red","Enabled","Taxable Goods","Catalog, Search","961.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","cn,nine,ecco,","oc,ink,coal_1,","","steve_4,steve_5,steve_6,steve_7,steve_8,","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Womens","","Dress","","","","","","1","","",""
"admin","base","Shoes","simple","steve_5","17","0","Steven by Steve Madden Pryme Pump","","Steve Madden","Steven by Steve Madden Pryme Pump","Steven by Steve Madden Pryme Pump","/s/t/steven-by-steve-madden-pryme-pump.jpg","/s/t/steven-by-steve-madden-pryme-pump-1.jpg","steven-by-steve-madden-pryme-pump-5","/s/t/steven-by-steve-madden-pryme-pump-2.jpg","Use config","steven-by-steve-madden-pryme-pump-5.html","","Block after Info Column","2.0000","69.9900","29.9900","69.9900","Nothing will turn his head faster than you wearing the sexy Pryme pump from Steven by Steve Madden. This daring pump has a pretty patent leather upper with light shirring, a double stitch detail surrounding the collar, and a vampy almond shaped toe. It also features smooth linings, a fully cushioned insole, a sexy covered stiletto heel, and a lightly textured dress leather outsole. Any way you wear the Pryme, you're certain to catch a lot of attention.","Steven by Steve Madden Pryme Pump","A prime example of chic style. Patent leather upper. Round toe. 3-1/2 inch covered heel. Flex leather sole. Imported. ","","B000NOGIKY","","Nothing will turn his head faster than you wearing the sexy Pryme pump from Steven by Steve Madden. This daring pump has a pretty patent leather upper with light shirring, a double stitch detail surrounding the collar, and a vampy almond shaped toe","","Red","Enabled","Taxable Goods","Nowhere","641.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Womens","5","High Heels","","","","","","","","",""
